experiment_id,bias_id,model_id,bias,experiment_type,scenario,model,local,temperature,system,content,variables,response_type,target_response,part,parts_total,ran_date,correct_ran_loops,total_ran_loops,updated_at
31244,312,44,sunk cost fallacy,single-scenario,1_persona,gpt-4o,false,1.8,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-11-11 18:03:19.632127,100,100,2025-01-04 17:14:56.419830+00:00
31250,312,50,sunk cost fallacy,single-scenario,1_persona,llama3.1,true,0.7,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-11-01 21:51:22.382543,100,100,2025-01-04 17:14:56.419830+00:00
31251,312,51,sunk cost fallacy,single-scenario,1_persona,llama3.1,true,1,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-11-04 18:47:07.958180,100,100,2025-01-04 17:14:56.419830+00:00
31252,312,52,sunk cost fallacy,single-scenario,1_persona,llama3.1,true,1.3,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-11-04 18:46:56.302502,100,100,2025-01-04 17:14:56.419830+00:00
31253,312,53,sunk cost fallacy,single-scenario,1_persona,llama3.1,true,0.2,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-11-07 20:32:29.677972,100,100,2025-01-04 17:14:56.419830+00:00
31254,312,54,sunk cost fallacy,single-scenario,1_persona,llama3.1,true,1.8,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-11-07 20:32:07.080939,100,100,2025-01-04 17:14:56.419830+00:00
31260,312,60,sunk cost fallacy,single-scenario,1_persona,llama3.1:70b,true,0.7,Linux,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-11-03 06:36:48.983385,100,100,2025-01-04 17:14:56.419830+00:00
31261,312,61,sunk cost fallacy,single-scenario,1_persona,llama3.1:70b,true,1,Linux,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-11-04 20:20:10.924352,100,100,2025-01-04 17:14:56.419830+00:00
31262,312,62,sunk cost fallacy,single-scenario,1_persona,llama3.1:70b,true,1.3,Linux,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-11-04 20:20:38.782197,100,100,2025-01-04 17:14:56.419830+00:00
31263,312,63,sunk cost fallacy,single-scenario,1_persona,llama3.1:70b,true,0.2,Linux,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-11-08 23:26:03.561658,100,100,2025-01-04 17:14:56.419830+00:00
31264,312,64,sunk cost fallacy,single-scenario,1_persona,llama3.1:70b,true,1.8,Linux,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-11-08 23:26:31.374488,100,100,2025-01-04 17:14:56.419830+00:00
31270,312,70,sunk cost fallacy,single-scenario,1_persona,phi3.5,true,0.7,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-11-01 21:35:38.839427,100,100,2025-01-04 17:14:56.419830+00:00
31271,312,71,sunk cost fallacy,single-scenario,1_persona,phi3.5,true,1,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-11-04 17:56:51.143069,100,100,2025-01-04 17:14:56.419830+00:00
31272,312,72,sunk cost fallacy,single-scenario,1_persona,phi3.5,true,1.3,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-11-04 17:56:39.894296,100,100,2025-01-04 17:14:56.419830+00:00
31273,312,73,sunk cost fallacy,single-scenario,1_persona,phi3.5,true,0.2,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-11-07 17:36:42.739271,100,100,2025-01-04 17:14:56.419830+00:00
31274,312,74,sunk cost fallacy,single-scenario,1_persona,phi3.5,true,1.8,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-11-07 17:36:29.772360,100,100,2025-01-04 17:14:56.419830+00:00
31280,312,80,sunk cost fallacy,single-scenario,1_persona,phi3:medium,true,0.7,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-11-01 22:22:01.528341,100,100,2025-01-04 17:14:56.419830+00:00
31281,312,81,sunk cost fallacy,single-scenario,1_persona,phi3:medium,true,1,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-11-04 19:47:05.237320,100,100,2025-01-04 17:14:56.419830+00:00
31282,312,82,sunk cost fallacy,single-scenario,1_persona,phi3:medium,true,1.3,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-11-04 19:43:40.673070,100,100,2025-01-04 17:14:56.419830+00:00
31283,312,83,sunk cost fallacy,single-scenario,1_persona,phi3:medium,true,0.2,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-11-08 18:16:44.874898,100,100,2025-01-04 17:14:56.419830+00:00
31284,312,84,sunk cost fallacy,single-scenario,1_persona,phi3:medium,true,1.8,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-11-08 18:18:55.181624,100,100,2025-01-04 17:14:56.419830+00:00
31290,312,90,sunk cost fallacy,single-scenario,1_persona,claude-3-haiku,False,0.7,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-12-16 12:38:20.085305,100,100,2025-01-04 17:14:56.419830+00:00
31291,312,91,sunk cost fallacy,single-scenario,1_persona,claude-3-haiku,False,1.0,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-12-16 12:35:42.181189,100,100,2025-01-04 17:14:56.419830+00:00
31292,312,92,sunk cost fallacy,single-scenario,1_persona,claude-3-haiku,False,1.3,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-12-16 12:33:02.141587,100,100,2025-01-04 17:14:56.419830+00:00
31293,312,93,sunk cost fallacy,single-scenario,1_persona,claude-3-haiku,False,0.2,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-12-16 12:13:25.893748,100,100,2025-01-04 17:14:56.419830+00:00
31294,312,94,sunk cost fallacy,single-scenario,1_persona,claude-3-haiku,False,1.8,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-12-16 12:10:49.406438,100,100,2025-01-04 17:14:56.419830+00:00
31300,312,100,sunk cost fallacy,single-scenario,1_persona,claude-3.5-sonnet,False,0.7,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-12-17 10:21:08.747632,100,100,2025-01-04 17:14:56.419830+00:00
31301,312,101,sunk cost fallacy,single-scenario,1_persona,claude-3.5-sonnet,False,1.0,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-12-17 10:18:42.798429,100,100,2025-01-04 17:14:56.419830+00:00
31302,312,102,sunk cost fallacy,single-scenario,1_persona,claude-3.5-sonnet,False,1.3,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-12-17 10:15:02.100870,100,100,2025-01-04 17:14:56.419830+00:00
31303,312,103,sunk cost fallacy,single-scenario,1_persona,claude-3.5-sonnet,False,0.2,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-12-17 09:36:24.644814,100,100,2025-01-04 17:14:56.419830+00:00
31304,312,104,sunk cost fallacy,single-scenario,1_persona,claude-3.5-sonnet,False,1.8,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 100, ""wisconsin_value"": 50}",choice,A,2,2,2024-12-17 10:49:42.169491,100,100,2025-01-04 17:14:56.419830+00:00
32110,321,10,sunk cost fallacy,single-scenario,2_odd_numbers,gemma2,true,0.7,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 485, ""wisconsin_value"": 485}",choice,A,1,2,2024-11-08 00:16:18.758892,100,100,2025-01-04 17:14:56.419830+00:00
32111,321,11,sunk cost fallacy,single-scenario,2_odd_numbers,gemma2,true,1,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 485, ""wisconsin_value"": 485}",choice,A,1,2,2024-11-08 00:15:55.031337,100,100,2025-01-04 17:14:56.419830+00:00
32112,321,12,sunk cost fallacy,single-scenario,2_odd_numbers,gemma2,true,1.3,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 485, ""wisconsin_value"": 485}",choice,A,1,2,2024-11-08 00:15:31.782437,100,100,2025-01-04 17:14:56.419830+00:00
32113,321,13,sunk cost fallacy,single-scenario,2_odd_numbers,gemma2,true,0.2,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 485, ""wisconsin_value"": 485}",choice,A,1,2,2024-11-07 23:53:26.793203,100,100,2025-01-04 17:14:56.419830+00:00
32114,321,14,sunk cost fallacy,single-scenario,2_odd_numbers,gemma2,true,1.8,All,"Assume that you have spent $ michigan_value on a ticket for a weekend ski trip to Michigan. Several weeks later you buy a $ wisconsin_value ticket for a weekend ski trip to Wisconsin. You think you will enjoy the Wisconsin ski trip more than the Michigan ski trip. As you are putting your just-purchased Wisconsin ski trip ticket in your wallet, you notice that the Michigan ski trip and the Wisconsin ski trip are for the same weekend! It’s too late to sell either ticket, and you cannot return either one. You must use one ticket and not the other. Which ski trip will you go on? A) $ michigan_value ski trip to Michigan B) $ wisconsin_value ski trip to Wisconsin. __","{""michigan_value"": 485, ""wisconsin_value"": 485}",choice,A,1,2,2024-11-07 23:53:03.801537,100,100,2025-01-04 17:14:56.419830+00:00
